0.078253426	-0.009642062	0.0056932094	0.0013177964	-0.02270059	0.0890283	0.102577135	0.044975102	-0.065725826	0.041701563	0.0024139888	-0.006703329	-0.001580231	-0.0036355697	0.007303228	-0.011671557
0.08172486	0.022933256	0.030646086	0.03867583	-0.08931926	0.05591387	0.022239577	0.0073241526	-0.037337217	0.09175816	0.0151039995	-0.0008494027	0.016934315	-0.0074932026	0.008859414	-0.018940939
0.07797785	-0.034920603	-0.030244341	-0.036460042	-0.06392343	-0.011747918	0.12663735	0.07025685	-0.0700169	0.107547894	-0.023634173	-0.050183777	-0.046866156	-0.033310972	0.032192733	-0.0010379321
0.089628905	0.0026278852	-0.030490028	0.013620363	-0.012472686	0.04999353	0.019164149	0.08019117	-0.04485893	0.031492643	-0.031369664	-0.030736364	-0.011438458	-0.046695966	0.03358506	0.053643145
0.011086562	-0.030513763	-0.03943384	0.035193883	-0.06096776	0.07759097	0.03293768	0.09088237	-0.09255875	0.025791233	0.022147322	-0.012054588	-0.041138016	-0.038975637	-0.031946175	0.00823846
0.12321681	0.013272938	-0.037279516	0.05567958	-0.039123267	0.035693284	-0.019036755	0.004734761	-0.08030983	0.01833253	-0.008858654	-0.002146234	0.010969761	-0.011830793	0.0059544197	0.015479747
0.044171676	-0.01747953	0.029163795	-0.014097463	-0.07497657	0.09957027	0.09809045	0.08022929	-0.082684524	0.0617544	-0.037290424	-0.024622539	0.000419503	-0.09719333	0.024811583	0.042365305
0.08013958	0.009108316	0.069489785	-0.012617957	-0.049994227	0.069731936	0.058091473	0.018297313	-0.021811934	-0.007725207	-0.0049323672	-0.055319365	-0.031457197	0.040600985	-0.011327003	0.025411898
0.063481435	0.014787398	0.06659178	-0.008688847	-0.048339512	0.04018365	0.06576733	0.0023615619	-0.08238937	0.09803398	-0.01513306	0.0001013001	0.014635235	-0.018445494	-0.045702677	0.06865631
0.044702567	-0.031675518	0.10901901	0.030524341	-0.05975248	0.015153899	0.015241228	0.04647451	-0.057457827	0.07404188	-0.019814875	-0.011572013	0.03031545	-0.025015084	0.049103335	0.032727346
0.097279586	0.034677364	0.0015026856	0.01706195	-0.05831449	-0.02359927	0.06316439	0.004940516	-0.10753164	0.011143101	0.013123883	-0.0141002955	-0.022162635	-0.047630586	0.039010387	0.027418656
